gene_id	ERS490437	ERS494394	ERS490331	ERS490187	ERS488920	ERS488625	ERS490542	ERS494445	ERS494173	ERS494518	ERS488573	ERS488299	ERS490659	ERS494332	ERS489074	ERS488547	ERS490743	ERS490269	ERS489339	ERS489164	ERS491424	ERS490396	ERS489677	ERS489136	ERS489585	ERS488332	ERS494583
P9301_09321 	5	5	0	0	0	0	7	0	0	0	8	0	1	1	0	17	1	0	17	8	0	7	15	8	0	0	0
P9301_09331 	143	30	0	0	84	26	189	0	325	0	640	0	475	396	11	1253	269	0	102	628	0	3028	257	5	31	0	0
P9301_09341 	19	0	0	0	96	0	58	0	18	0	34	0	49	0	0	175	26	0	28	25	0	35	8	13	0	0	0
P9301_09351 	55	0	0	0	0	3	71	0	46	6	34	0	74	99	0	160	23	0	22	70	0	225	67	4	0	0	0
P9301_09361 	115	8	0	0	1	87	57	0	69	0	139	0	56	59	0	517	49	0	0	56	0	173	39	12	0	0	0
P9301_09371 	13	0	0	0	9	37	18	0	0	0	19	0	30	18	0	130	8	0	15	20	0	99	50	0	0	0	0
P9301_09381 	363	46	51	0	126	516	453	40	355	6	1396	0	982	338	13	3537	457	0	474	966	0	3511	201	56	133	0	0
P9301_09391 	98	17	27	0	275	304	178	14	272	1	219	0	264	305	170	656	184	0	620	458	0	314	136	292	878	0	0
P9301_09401 	7	4	0	0	40	2	17	0	15	0	73	0	48	16	0	81	64	0	76	80	0	21	59	2	0	0	0
P9301_09411 	2	0	0	0	0	0	3	0	0	0	9	0	2	0	1	0	1	0	0	0	0	13	0	0	0	0	0
P9301_09421 	5	0	0	0	65	3	10	0	20	0	35	0	10	1	0	84	19	0	1	87	0	41	30	43	0	0	0
P9301_09431 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_09441 	16	0	26	0	58	0	17	0	11	0	30	0	19	0	13	59	13	0	0	24	0	57	0	11	0	0	0
P9301_09451 	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
P9301_09461 	23	0	0	0	25	0	37	0	31	0	10	0	23	32	0	65	18	0	0	30	0	78	79	13	0	0	0
P9301_09471 	98	8	0	0	65	66	66	1	163	0	251	0	74	355	9	673	71	0	62	170	0	458	29	6	168	0	0
P9301_09481 	1	0	0	0	47	0	1	0	7	0	7	0	4	19	0	9	3	0	13	8	0	27	0	0	0	0	0
P9301_09491 	113	4	0	0	52	61	160	0	248	0	383	0	175	14	1	1023	35	0	0	140	0	478	44	19	49	0	0
P9301_09501 	0	0	0	0	34	0	3	0	10	0	0	0	2	0	0	18	4	0	0	9	0	11	0	3	1	0	0
P9301_09511 	8	0	0	0	63	48	10	0	10	0	28	0	13	24	0	61	17	0	32	20	0	104	1	6	0	0	0
P9301_09521 	177	0	0	0	55	187	117	0	208	0	391	1	211	177	10	863	224	0	272	440	0	1124	329	20	19	0	0
P9301_09531 	66	0	0	0	327	57	83	0	96	0	644	0	138	1	4	332	111	0	174	350	0	175	45	19	0	0	0
P9301_09541 	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P9301_09551 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	5	0	0	0	0	0
P9301_09561 	15	0	0	0	1	0	14	0	6	0	4	0	6	33	0	23	5	0	0	23	0	57	0	1	2	0	0
P9301_09571 	276	8	0	1	152	132	120	0	37	0	564	0	135	13	0	1359	88	0	100	112	0	355	75	63	0	0	0
P9301_09581 	29	9	39	0	1724	41	44	0	214	0	116	0	89	155	31	165	297	0	367	964	0	461	470	472	402	0	0
P9301_09591 	52	8	0	0	64	67	40	0	42	0	95	0	35	102	0	341	24	0	26	89	0	187	36	15	37	0	0
P9301_09601 	132	5	18	0	91	104	104	0	41	4	264	0	102	69	0	696	77	0	24	98	0	304	38	31	54	0	0
P9301_09611 	100	0	0	0	49	18	55	13	71	0	95	0	69	262	1	415	124	0	0	44	0	110	25	3	0	0	0
P9301_09621 	11	0	13	0	390	28	15	0	20	0	30	0	14	78	0	207	20	0	50	73	0	113	38	52	0	0	0
P9301_09631 	20	0	0	0	471	0	13	0	7	0	43	0	15	0	5	103	10	0	75	5	0	60	22	193	215	0	0
P9301_09641 	31	0	0	0	88	0	54	13	41	0	100	0	24	134	0	417	18	0	77	40	0	81	71	27	0	0	0
P9301_09651 	16	0	0	0	2	2	15	0	39	0	74	0	33	44	0	130	14	0	10	79	0	108	38	4	0	0	0
P9301_09661 	106	0	0	0	76	162	132	0	55	0	146	0	72	93	0	387	59	0	12	62	0	173	0	4	0	0	0
P9301_09671 	1	0	0	0	426	8	1	0	1	0	5	0	5	0	0	28	6	0	1	13	0	39	20	29	1	0	0
P9301_09681 	5	0	0	0	56	0	0	0	0	0	7	0	0	0	1	16	0	0	12	6	0	0	8	0	0	0	0
P9301_09691 	45	7	33	0	163	57	66	0	42	0	264	0	62	3	14	319	115	0	428	175	0	272	80	20	51	0	0
P9301_09701 	66	0	1	0	147	76	79	6	35	0	134	2	98	123	21	397	55	1	66	105	0	474	103	43	1	0	0
P9301_09711 	19	7	0	0	16	0	11	0	20	0	4	0	29	25	0	83	14	0	0	52	0	87	27	1	0	0	0
P9301_09721 	59	0	0	0	107	42	24	0	33	0	41	0	15	0	21	156	26	0	41	60	0	194	33	6	97	0	0
P9301_09731 	42	0	0	0	141	54	22	0	13	0	23	0	20	1	0	108	16	0	1	65	0	139	0	1	12	0	0
P9301_09741 	12	0	0	0	53	12	13	0	20	0	29	0	9	23	5	66	3	0	0	14	0	43	19	11	0	0	0
P9301_09751 	26	0	0	0	96	1	18	0	10	0	17	0	19	51	0	107	3	0	35	87	0	104	4	10	0	0	0
P9301_09761 	156	9	0	0	412	137	239	0	100	0	813	0	176	72	21	1290	42	0	178	263	0	256	63	202	0	0	0
P9301_09771 	289	10	0	1	863	363	231	11	134	0	416	0	239	97	18	1807	242	0	908	655	0	994	262	477	1	0	0
P9301_09781 	15	0	0	0	85	13	38	0	3	0	84	0	23	0	0	81	27	0	37	71	0	58	10	6	0	0	0
P9301_09791 	14	0	0	0	154	46	8	0	3	0	48	0	22	0	0	93	17	0	131	13	0	21	30	8	0	0	0
P9301_09801 	84	0	24	0	333	63	64	0	40	0	98	0	83	38	6	388	50	0	180	129	0	330	64	38	56	0	0
P9301_09811 	532	37	0	0	1544	829	721	34	310	0	1925	0	964	152	74	4477	426	0	896	1094	0	1421	330	584	267	0	2
P9301_09821 	129	5	0	0	420	111	108	7	81	0	411	0	172	34	49	699	204	0	401	387	0	827	242	107	1	0	0
P9301_09831 	27	0	0	0	148	28	0	0	6	0	9	0	16	0	0	7	13	0	0	65	0	54	0	0	0	0	0
P9301_09841 	20	0	0	0	1	41	29	0	35	0	53	0	48	14	0	266	13	0	70	48	0	204	153	30	0	0	0
P9301_09851 	68	0	0	0	75	33	34	0	30	0	124	0	45	32	0	333	17	0	138	172	0	315	44	21	85	0	0
P9301_09861 	265	0	0	0	110	130	273	0	59	0	1122	0	304	155	11	2888	215	0	362	535	2	716	182	44	0	0	1
P9301_09871 	27	1	0	0	649	20	9	0	4	3	28	0	27	39	22	147	15	0	95	66	0	26	48	50	36	0	0
P9301_09881 	4	0	0	0	0	0	8	0	18	0	10	0	5	43	0	30	0	0	0	0	0	9	0	0	0	0	0
P9301_09891 	76	13	0	0	54	26	83	10	198	0	148	0	85	400	12	317	49	0	46	93	0	710	8	7	50	0	0
P9301_09901 	1373	164	59	0	352	312	874	79	2030	21	2576	0	1100	240	48	8945	616	0	561	978	0	5240	108	173	132	0	0
P9301_09911 	20	0	0	0	0	4	7	0	14	0	20	0	10	6	0	94	12	0	9	4	0	27	40	0	0	0	0
P9301_09921 	11	0	3	0	0	1	4	0	58	0	40	0	10	98	16	165	15	0	39	25	0	117	3	3	0	0	1
P9301_09931 	52	8	0	0	46	101	34	0	39	0	106	0	35	109	18	321	16	0	50	95	0	327	74	42	54	0	0
P9301_09941 	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
P9301_09951 	2	0	0	0	0	0	1	0	6	0	1	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0
P9301_09961 	10	0	0	0	0	47	10	0	15	0	35	0	9	0	0	126	20	0	47	19	0	76	0	0	3	0	0
P9301_09971 	2	0	0	0	1	0	16	0	3	0	7	0	1	1	0	19	12	0	6	0	0	5	0	0	0	0	0
P9301_09981 	1	0	0	0	0	0	0	0	1	0	10	0	2	0	0	7	5	0	0	13	0	0	34	10	0	0	0
P9301_09991 	10	0	0	0	0	0	21	0	6	0	19	0	8	33	0	57	7	0	7	10	0	20	0	0	0	0	0
P9301_10001 	20	4	0	0	11	63	13	0	25	0	36	0	14	19	0	76	5	0	0	9	0	83	0	0	0	0	0
P9301_10011 	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	5	0	0	0
P9301_10021 	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10031 	12	0	0	0	10	0	0	6	5	0	6	0	3	0	0	32	4	0	0	0	0	24	58	9	0	0	0
P9301_10041 	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
P9301_10051 	8	0	0	0	39	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	59	0	0	0	0
P9301_10061 	2	0	0	0	82	1	2	0	0	0	23	0	3	0	7	61	17	0	45	23	0	11	64	8	0	0	0
P9301_10071 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10081 	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10091 	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	7	0	4	0	0	0	0	0
P9301_10101 	30	0	0	0	3	5	6	0	25	0	35	0	39	54	0	134	5	0	0	23	0	128	25	0	0	0	0
P9301_10111 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10121 	672	18	22	0	888	419	742	14	432	10	1168	0	743	214	10	2742	197	0	269	415	0	1719	118	74	176	17	0
P9301_10131 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10141 	69	10	0	0	388	76	94	0	56	0	76	0	141	32	34	289	94	0	132	110	0	292	53	48	93	0	0
P9301_10151 	1141	192	0	0	422	375	1235	213	1115	59	1727	0	1436	764	29	3769	885	0	183	456	0	3506	194	42	7	0	0
P9301_10161 	0	0	0	0	0	13	2	0	0	0	6	0	4	13	0	6	2	0	0	0	0	0	0	0	0	0	0
P9301_10171 	0	0	0	0	1	0	1	1	2	0	10	0	5	0	0	17	2	0	0	4	0	21	0	0	0	0	0
P9301_10181 	19	0	0	0	0	33	6	0	13	0	37	0	11	31	0	130	5	0	8	19	0	104	0	6	0	0	0
P9301_10191 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
P9301_10201 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
P9301_10211 	79	7	0	0	126	53	34	0	26	0	38	0	40	0	0	102	14	0	50	27	0	196	12	38	0	0	0
P9301_10221 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
P9301_10231 	6	0	0	0	0	0	6	0	3	0	15	0	16	0	0	36	2	0	0	31	0	27	0	12	0	0	0
P9301_10241 	8	0	0	0	16	32	38	0	27	0	154	0	98	59	0	143	19	0	26	30	0	119	50	9	0	0	0
P9301_10251 	44	7	0	0	13	40	96	0	35	10	191	0	105	43	3	375	109	0	231	147	0	295	257	2	43	0	0
P9301_10261 	16	0	37	0	1	42	57	0	24	0	52	0	51	28	0	130	15	0	14	51	0	251	50	7	0	0	0
P9301_10271 	6	0	0	0	5	6	11	0	11	0	24	0	9	29	0	46	15	0	1	26	0	61	18	7	0	0	0
P9301_10281 	13	0	0	0	1	0	12	0	32	0	13	0	10	38	0	50	6	0	1	13	0	86	0	0	26	0	0
P9301_10291 	4	0	0	0	0	0	1	0	4	0	0	0	0	0	0	50	0	0	0	39	0	16	0	0	0	0	0
P9301_10301 	17	11	0	0	97	33	8	0	39	0	71	0	39	55	0	105	19	0	1	91	0	225	0	22	0	0	0
P9301_10311 	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	6	1	0	0	1	0	34	0	0	0	0	0
P9301_10321 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
P9301_10331 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	6	0	0	0	0	0
P9301_10341 	6	0	0	0	25	0	3	0	9	0	10	0	11	34	0	53	8	0	27	5	0	46	0	0	0	0	0
P9301_10351 	2	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10361 	6	0	0	0	0	0	12	0	1	0	2	0	6	26	0	38	9	0	0	0	0	8	0	7	0	0	0
P9301_10371 	6	0	0	0	75	0	11	0	16	0	20	0	14	0	0	63	4	0	0	1	0	26	7	11	1	0	0
P9301_10381 	8	0	0	0	156	0	23	2	32	0	43	0	24	39	0	107	7	0	0	21	0	30	23	5	0	0	0
P9301_10391 	2366	77	21	0	416	2609	3820	83	1137	27	21529	1	5581	1146	126	23102	4570	11	5945	5837	5	13074	5119	50	131	0	10
P9301_10401 	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10411 	25	0	0	0	21	38	21	22	28	0	15	0	31	25	0	45	12	0	37	49	0	180	8	0	0	0	2
P9301_10421 	10	0	0	0	12	1	9	0	11	3	0	0	5	0	11	7	7	0	0	0	0	0	0	0	0	0	0
P9301_10431 	38	0	63	0	95	34	8	0	74	0	74	0	31	65	0	199	20	0	0	18	0	167	0	24	0	0	0
P9301_10441 	0	0	0	0	0	14	1	0	1	0	3	0	0	0	0	12	0	0	11	10	0	0	0	0	0	0	0
P9301_10451 	4	0	0	0	20	34	24	0	3	0	40	0	33	26	3	113	70	0	92	53	0	41	43	9	0	0	0
P9301_10461 	38	10	33	0	347	16	164	13	143	9	350	0	257	56	8	472	91	2	129	175	0	605	81	17	40	0	1
P9301_10471 	1	0	0	0	8	0	8	0	16	0	35	0	8	0	0	40	8	0	0	39	0	134	0	0	69	0	0
P9301_10481 	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0
P9301_10491 	1	0	0	0	0	0	0	0	6	0	8	0	8	0	0	10	2	0	39	0	0	4	0	0	0	0	0
P9301_10501 	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10511 	4	0	0	0	0	0	0	0	4	0	8	0	1	0	0	27	3	0	0	0	0	0	0	0	0	0	0
P9301_10521 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	13	0	0	0	0	0
P9301_10531 	14	0	0	0	10	0	8	0	3	0	7	0	4	7	0	23	5	0	0	6	0	14	0	0	78	0	0
P9301_10541 	1	0	0	0	13	0	0	0	0	0	0	0	2	0	1	18	6	0	0	9	0	0	12	0	0	0	0
P9301_10551 	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P9301_10561 	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	0	0
P9301_10571 	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10581 	4	0	0	0	14	22	0	0	0	0	1	0	2	0	0	6	0	0	0	0	0	8	0	0	0	0	0
P9301_10591 	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0
P9301_10601 	43	0	0	0	151	37	25	0	15	0	54	0	42	33	0	112	83	0	19	54	0	221	27	11	0	0	0
P9301_10611 	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	59	0	4	23	0	0	0	0
P9301_10621 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10631 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
P9301_10641 	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
P9301_10651 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	6	0	0	0
P9301_10661 	1	0	0	0	32	0	9	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0
P9301_10671 	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10681 	37	5	0	0	1	0	37	11	10	0	16	0	36	5	0	116	24	0	0	1	0	145	0	0	0	0	0
P9301_10691 	16	0	0	0	374	7	11	0	19	0	46	0	31	36	22	79	13	0	64	15	0	30	0	25	0	0	0
P9301_10701 	0	0	0	0	6	0	0	0	0	0	5	0	1	0	0	4	1	0	0	4	0	8	0	1	0	0	0
P9301_10711 	0	0	0	0	17	0	0	0	0	0	4	0	0	0	0	7	9	0	0	0	0	5	0	0	0	0	0
P9301_10721 	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
P9301_10731 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P9301_10741 	9	11	0	0	2	1	4	0	40	0	22	0	26	48	0	100	13	0	10	20	0	90	5	0	0	0	0
P9301_10751 	7	0	0	1	20	0	1	0	3	0	6	0	18	0	0	19	1	0	0	11	0	23	0	0	0	0	0
P9301_10761 	0	0	0	0	6	0	0	0	0	0	1	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0
P9301_10771 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10781 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	8	0	0	0	0	0	0	0
P9301_10791 	1	0	0	0	264	0	0	0	0	0	8	0	0	23	4	20	6	0	1	47	0	20	0	30	1	0	0
P9301_10801 	0	0	0	0	103	0	0	0	0	0	16	0	1	0	0	5	0	0	0	6	0	0	0	7	0	0	0
P9301_10811 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P9301_10821 	0	0	0	0	0	0	6	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10831 	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0
P9301_10841 	0	0	0	0	0	0	7	0	7	0	9	0	4	0	0	1	22	0	28	29	0	87	1	0	0	0	0
P9301_10851 	3	0	1	0	0	0	8	0	0	0	4	0	3	0	0	7	4	0	0	19	0	9	0	8	0	0	0
P9301_10861 	30	0	0	0	52	0	56	0	5	7	63	0	149	22	0	60	715	0	56	31	0	227	55	0	0	0	0
P9301_10871 	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	62	0	0	7	0	0	0	0	0	0	0
P9301_10881 	19	0	0	0	0	0	30	18	27	0	27	0	37	7	0	76	9	0	17	64	0	113	22	0	0	0	0
P9301_10891 	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	15	0	0	0	0	0	18	0	0	0	0	0
P9301_10901 	14	0	0	0	0	0	12	0	4	0	12	0	17	15	0	62	13	0	0	8	0	53	0	6	0	0	0
P9301_10911 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0
P9301_10921 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_10931 	29	0	0	0	85	42	29	0	26	0	79	0	34	0	0	221	53	0	48	106	0	188	49	14	127	0	0
P9301_10941 	5	0	0	0	1	0	14	0	7	0	49	0	26	0	0	68	12	0	5	0	0	13	0	2	0	0	0
P9301_10951 	1	0	0	0	0	0	21	0	21	0	34	0	32	32	0	34	5	0	0	14	0	136	26	0	0	0	0
P9301_10961 	33	11	0	0	48	0	39	0	12	0	16	0	25	0	0	29	1	0	4	20	0	53	0	2	34	0	0
P9301_10971 	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	6	3	0	0	0	0	0	0	0	0	0	0
P9301_10981 	55	3	0	0	202	83	73	4	62	0	260	0	142	94	65	490	105	0	45	110	0	241	115	19	0	0	0
P9301_10991 	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	10	18	0	0	0	0
P9301_11001 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
P9301_11011 	4	0	0	0	73	0	3	0	0	0	13	0	6	0	0	27	11	0	0	14	0	21	0	0	0	0	0
P9301_11021 	0	0	0	0	0	28	0	0	0	0	2	0	3	0	0	5	2	0	0	3	0	40	0	0	0	0	0
P9301_11031 	3	0	0	0	0	0	13	0	9	0	21	0	8	0	0	70	0	0	0	4	0	15	0	6	0	0	0
P9301_11041 	1	0	6	0	35	1	10	18	12	0	31	0	8	1	3	73	2	0	0	12	0	69	4	15	0	0	0
P9301_11051 	4	0	0	0	0	0	0	0	3	0	5	0	1	0	0	13	0	0	38	12	0	6	0	2	0	0	0
P9301_11061 	5	0	0	0	0	0	15	14	35	0	36	0	20	25	0	120	12	0	16	39	0	105	3	0	0	0	0
P9301_11071 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_11081 	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	20	0	3	0	0	0
P9301_11091 	53	0	0	0	0	0	70	0	19	0	147	0	74	24	0	454	13	0	0	16	0	88	0	0	0	0	0
P9301_11101 	47	0	0	0	8	1	65	0	13	9	31	0	37	64	2	180	13	0	0	13	0	144	56	0	0	0	0
P9301_11111 	27	6	0	0	0	0	5	0	1	0	13	0	18	1	7	37	0	0	1	0	0	53	0	32	121	0	0
P9301_11121 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_11131 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	19	2	0	0	1	0	4	0	0	0	0	0
P9301_11141 	0	0	0	0	0	0	16	0	15	0	24	0	22	26	0	125	0	0	24	0	0	70	0	0	1	0	0
P9301_11151 	10	0	0	0	13	0	9	0	7	0	30	0	6	1	0	87	1	0	5	0	0	35	0	0	0	0	0
P9301_11161 	12	0	0	0	0	0	14	0	4	0	50	0	14	0	0	138	0	0	7	20	0	43	28	0	0	0	0
P9301_11171 	56	0	0	0	183	7	41	0	48	0	139	0	21	16	0	345	28	0	37	92	0	229	48	22	0	0	0
P9301_11181 	37	7	0	0	0	60	34	0	20	5	83	0	43	9	0	98	18	0	37	102	0	252	75	6	0	0	0
P9301_11191 	11	0	12	0	2	16	3	8	16	0	32	0	30	31	0	70	17	0	1	60	0	136	22	3	0	0	0
P9301_11201 	1	0	0	0	9	0	0	0	12	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0
P9301_11211 	15	4	0	0	2	1	7	0	9	0	22	0	12	16	0	60	4	0	0	33	0	177	13	0	0	0	0
P9301_11221 	4	0	0	0	10	16	2	0	0	0	0	0	2	0	0	1	2	0	0	0	0	21	0	0	0	0	0
P9301_11231 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_11241 	16	0	0	0	130	0	15	0	19	0	44	0	13	8	3	62	68	0	20	35	0	71	27	4	28	0	0
P9301_11251 	3	0	0	0	0	0	6	0	0	0	3	0	3	0	0	10	0	0	0	0	0	5	20	1	0	0	0
P9301_11261 	15	8	0	0	26	0	39	0	62	0	35	0	56	134	0	123	15	0	21	20	0	382	33	0	0	0	0
P9301_11271 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
P9301_11281 	6	0	0	0	0	0	0	0	5	0	0	0	0	24	0	1	2	0	0	21	0	26	0	5	0	0	0
P9301_11291 	37	27	0	0	78	34	17	0	150	0	66	0	9	54	39	129	5	0	21	291	0	283	337	78	69	0	0
P9301_11301 	45	9	0	0	733	203	6	0	325	0	43	0	32	271	87	218	23	0	132	571	0	276	149	160	43	0	0
P9301_11311 	3	0	0	0	6	0	28	0	12	0	22	0	41	29	6	57	21	0	0	15	0	66	52	7	109	0	0
P9301_11321 	116	3	0	0	122	41	130	9	195	0	270	0	130	74	17	301	189	0	43	15	0	427	61	3	6	0	0
P9301_11331 	9	0	0	0	36	0	17	0	24	0	0	0	11	0	0	0	20	0	0	0	0	96	0	0	0	0	0
P9301_11341 	38	0	2	0	24	0	49	9	42	0	0	0	71	1	0	7	57	0	45	29	0	161	22	3	0	0	0
P9301_11351 	90	14	0	0	1227	175	230	9	214	1	790	0	215	218	17	1152	90	0	452	180	0	332	249	82	52	0	0
P9301_11361 	28	0	0	0	66	117	30	0	59	10	42	0	56	42	9	236	55	0	102	76	0	94	91	12	0	0	0
P9301_11371 	13	4	0	0	1116	0	9	0	60	0	24	0	13	53	119	65	12	0	184	534	0	63	147	609	558	0	0
P9301_11381 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_11391 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0
P9301_11401 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0
P9301_11411 	4	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0	17	0	0	0	0	0	0	0
P9301_11421 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P9301_11431 	35	0	0	0	99	31	18	0	11	0	57	0	10	22	14	78	7	0	0	32	0	80	20	26	0	0	0
P9301_11441 	6	0	0	0	146	0	10	0	4	0	76	0	5	26	11	61	19	0	22	36	0	26	12	36	58	0	0
P9301_11451 	87	0	18	0	139	44	37	21	66	0	74	0	28	176	24	299	28	0	106	97	0	377	12	4	94	0	0
P9301_11461 	17	0	0	0	32	0	1	7	20	0	8	0	12	0	17	8	1	0	57	29	0	33	0	33	114	0	0
P9301_11471 	277	0	0	0	156	139	135	0	132	0	1152	0	110	137	0	1702	67	0	200	740	0	660	542	17	53	0	0
P9301_11481 	0	0	0	0	21	0	0	0	0	0	0	0	0	15	0	1	0	0	0	10	0	0	0	0	1	0	0
P9301_11491 	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_11501 	18	0	0	0	62	0	14	0	11	0	46	0	33	0	0	95	18	0	57	33	0	26	63	0	3	0	0
P9301_11511 	24	0	0	0	159	28	14	16	39	0	88	0	32	0	0	125	16	0	30	86	0	182	69	0	0	0	0
P9301_11521 	16	0	0	0	23	0	13	0	31	0	44	0	22	39	5	148	15	0	39	26	0	71	0	7	0	0	0
P9301_11531 	18	0	0	0	15	0	7	0	12	0	33	0	20	9	4	66	26	0	30	61	0	86	0	9	0	0	0
