gene_id	ERS490437	ERS494394	ERS490331	ERS490187	ERS488920	ERS488625	ERS490542	ERS494445	ERS494173	ERS494518	ERS488573	ERS488299	ERS490659	ERS494332	ERS489074	ERS488547	ERS490743	ERS490269	ERS489339	ERS489164	ERS491424	ERS490396	ERS489677	ERS489136	ERS489585	ERS488332	ERS494583
P9301_11541 	13	0	0	0	51	0	5	0	0	0	2	0	11	0	0	36	0	0	0	26	0	15	0	10	0	0	0
P9301_11551 	15	0	0	0	462	34	5	0	4	0	20	0	4	14	9	53	8	0	90	16	0	47	1	143	27	0	0
P9301_11561 	7	0	0	0	40	0	5	0	2	0	7	0	1	0	1	3	0	0	4	1	0	12	16	0	0	0	0
P9301_11571 	51	13	4	0	27	0	32	0	58	0	58	0	32	13	0	209	30	0	77	34	0	219	37	0	0	0	0
P9301_11581 	5	0	0	0	0	0	8	0	7	0	1	0	7	0	0	11	0	0	0	11	0	26	0	0	0	0	0
P9301_11591 	2	0	0	0	0	0	0	0	0	0	0	0	1	6	0	6	2	0	0	10	0	0	0	0	0	0	0
P9301_11601 	23	0	0	0	18	0	9	0	6	0	22	0	18	14	0	144	9	0	0	7	0	35	10	0	0	0	0
P9301_11611 	20	4	24	0	25	34	35	8	93	0	52	0	49	80	12	99	40	0	31	20	0	275	9	5	0	0	0
P9301_11621 	4	0	0	0	0	0	0	0	3	0	1	0	0	1	0	10	2	0	0	0	0	0	0	0	0	0	0
P9301_11631 	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
P9301_11641 	14	0	0	0	14	0	31	0	22	0	67	0	15	0	0	36	11	0	44	30	0	42	0	0	0	0	0
P9301_11651 	1	0	0	0	10	0	0	0	1	0	41	0	8	0	0	46	10	0	0	20	0	32	21	0	0	0	0
P9301_11661 	7	0	0	0	18	0	9	0	10	0	8	0	4	0	0	49	20	2	0	5	0	60	14	4	0	0	0
P9301_11671 	329	94	36	0	1202	294	470	57	594	17	1486	0	582	675	41	2493	417	0	576	962	0	1777	376	140	186	32	0
P9301_11681 	2	1	0	0	20	40	7	0	20	0	12	0	4	1	0	26	23	0	0	28	0	22	36	11	0	0	0
P9301_11691 	41	0	0	0	366	71	40	0	71	4	137	0	57	69	22	289	194	0	109	144	0	182	70	130	68	0	0
P9301_11701 	28	0	0	0	83	12	11	1	25	0	39	0	22	0	0	94	37	0	63	79	0	77	1	39	63	0	0
P9301_11711 	3	0	0	0	0	0	3	0	0	0	5	0	7	0	0	19	8	0	0	9	0	0	23	0	0	0	0
P9301_11721 	76	0	20	0	244	23	57	0	21	0	117	0	66	8	23	334	61	0	72	170	0	141	4	103	11	0	0
P9301_11731 	3	0	0	0	0	0	6	0	0	0	5	0	5	0	0	9	2	0	0	0	0	0	0	0	0	0	0
P9301_11741 	0	0	0	0	11	34	0	0	0	0	4	0	2	0	0	9	22	0	0	0	0	0	16	0	0	0	0
P9301_11751 	11	10	0	0	50	29	10	0	6	0	36	0	18	0	0	37	22	0	27	14	0	86	4	0	0	0	0
P9301_11761 	22	6	0	0	0	26	0	0	10	0	21	0	20	11	0	46	25	0	0	5	0	23	11	10	0	0	0
P9301_11771 	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_11781 	1	0	0	0	37	0	8	0	5	0	17	0	1	0	0	61	10	0	16	31	0	0	6	12	1	0	0
P9301_11791 	2	0	0	0	9	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0
P9301_11801 	1	0	0	0	268	0	0	0	0	0	23	0	5	0	9	36	6	0	0	25	0	18	0	29	61	0	0
P9301_11811 	9	0	0	0	1286	14	7	2	28	0	59	0	36	198	36	63	77	0	198	128	0	46	203	228	119	0	0
P9301_11821 	68	33	0	0	1260	64	421	4	655	1	1466	0	744	291	50	1170	1042	2	318	632	0	922	679	196	46	0	1
P9301_11831 	0	0	0	0	92	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0
P9301_11841 	26	9	0	0	36	59	32	0	64	0	73	0	42	58	0	175	69	0	0	35	0	119	48	0	0	0	0
P9301_11851 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
P9301_11861 	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0
P9301_11871 	1	11	0	0	0	0	11	0	3	0	5	0	8	0	0	35	24	0	28	0	0	0	0	12	0	0	0
P9301_11881 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3	0	0	0	0	32	0	0	0	0	0
P9301_11891 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
P9301_11901 	24	6	0	0	1	0	24	0	18	0	32	0	31	3	0	77	29	0	47	24	0	109	1	0	0	0	0
P9301_11911 	0	0	0	0	5	0	0	0	5	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0
P9301_11921 	9	0	0	0	23	0	5	0	12	0	3	0	13	0	0	53	16	0	37	0	0	21	0	29	0	0	0
P9301_11931 	8	0	0	0	0	0	0	0	3	0	18	0	0	22	0	21	17	0	11	11	0	3	0	6	47	0	0
P9301_11941 	1	2	0	0	0	73	6	0	15	0	21	0	4	21	0	36	12	0	22	23	0	69	0	2	47	0	0
P9301_11951 	199	17	0	1	691	471	577	18	552	0	1190	0	803	471	19	2242	828	1	642	722	0	919	271	193	188	0	0
P9301_11961 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0
P9301_11971 	53	7	0	0	30	45	19	0	24	0	88	0	49	26	0	210	22	0	90	80	0	191	54	15	0	0	0
P9301_11981 	20	0	0	0	147	21	41	0	69	0	48	0	38	45	0	232	55	0	0	32	0	77	63	41	8	0	0
P9301_11991 	3	0	0	0	12	0	3	0	19	0	12	0	8	9	0	30	9	0	0	22	0	43	0	14	2	0	0
P9301_12001 	7	0	0	0	41	15	17	1	38	0	9	0	38	24	0	82	7	0	31	3	0	56	0	4	0	0	0
P9301_12011 	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	13	3	0	0	0	0	16	0	0	0	0	0
P9301_12021 	0	0	0	0	0	0	0	0	1	0	7	0	2	0	0	27	0	0	0	0	0	0	0	0	0	0	0
P9301_12031 	32	0	0	0	137	27	7	0	49	0	36	0	20	0	6	180	20	0	184	82	0	90	97	42	1	0	0
P9301_12041 	12	0	0	0	133	0	8	0	9	0	33	0	21	19	0	120	17	0	0	56	0	22	23	33	1	0	0
P9301_12051 	174	25	0	0	165	150	187	24	153	8	458	0	240	159	1	1154	129	0	0	83	0	430	27	24	0	0	0
P9301_12061 	101	0	25	0	103	19	38	9	78	6	94	0	57	148	19	267	110	1	22	75	0	360	39	25	0	0	0
P9301_12071 	0	0	0	0	14	0	1	0	19	0	0	0	6	20	0	9	2	0	0	0	0	10	0	0	0	0	0
P9301_12081 	249	38	72	0	135	190	207	1	368	11	369	0	487	491	29	748	632	0	130	280	0	2146	164	28	110	0	0
P9301_12091 	8	0	0	0	10	4	8	0	8	0	22	0	3	0	0	16	1	0	0	17	0	29	0	1	6	0	0
P9301_12101 	28	0	0	0	35	0	22	0	21	0	21	0	14	14	7	84	14	0	35	39	0	114	0	22	62	0	0
P9301_12111 	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12121 	8	0	0	0	12	0	13	0	25	0	12	0	1	15	0	38	9	0	0	36	0	63	0	6	46	0	0
P9301_12131 	23	0	18	0	50	0	12	0	61	0	48	0	14	35	0	95	10	0	36	51	0	111	57	0	17	0	0
P9301_12141 	20	15	0	0	93	12	62	18	96	0	120	0	77	21	5	222	116	0	37	86	0	333	0	5	0	0	0
P9301_12151 	9	0	0	0	0	0	1	0	11	0	11	0	7	11	2	43	0	0	50	0	0	21	0	6	0	0	0
P9301_12161 	4	0	0	0	0	0	0	0	1	0	4	0	2	6	0	8	1	0	0	0	0	2	0	0	0	0	0
P9301_12171 	0	0	0	0	1	0	1	0	10	0	1	0	3	12	0	25	0	0	0	0	0	22	63	0	0	0	0
P9301_12181 	0	0	0	0	7	0	4	0	17	0	1	0	8	2	0	27	0	0	0	0	0	16	0	0	0	0	0
P9301_12191 	0	0	0	0	22	0	3	0	21	0	0	0	7	0	0	2	12	0	0	0	0	4	0	0	0	0	0
P9301_12201 	40	0	0	0	64	0	153	0	89	0	303	0	235	43	0	296	187	0	26	55	0	46	83	16	0	0	0
P9301_12211 	2	0	0	0	8	30	8	0	7	0	2	0	6	0	0	53	6	0	0	15	0	17	0	0	0	0	0
P9301_12221 	19	0	0	0	22	57	38	5	36	0	93	0	57	19	0	236	43	0	99	101	0	137	20	26	0	0	0
P9301_12231 	20	0	0	0	21	1	30	8	64	0	94	0	45	47	0	153	35	0	43	61	0	141	62	2	53	0	0
P9301_12241 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12251 	20	2	0	0	2	1	15	3	2	2	5	0	10	0	0	144	0	15	0	0	0	15	0	0	1	0	15
P9301_12261 	6	0	0	0	226	128	82	12	44	0	157	0	153	38	25	508	59	1	56	42	0	82	0	23	1	0	2
P9301_12271 	23	36	0	1	1496	103	478	69	591	34	622	0	459	56	4	1463	255	20	237	308	0	447	0	122	2	0	11
P9301_12281 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12291 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12301 	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P9301_12311 	54	0	0	0	10	0	44	0	0	0	3	84	83	0	0	2	53	0	27	89	0	136	0	27	0	0	2
P9301_12321 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12331 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12341 	2	0	0	0	0	0	0	8	11	14	0	38	5	53	0	102	5	0	0	0	0	14	0	0	0	0	7
P9301_12351 	0	0	0	0	10	0	0	14	1	5	3	1	2	6	0	18	0	3	0	15	0	5	0	0	0	0	6
P9301_12361 	33	20	0	0	160	192	13	26	142	38	561	155	56	286	32	2284	66	3	0	195	0	175	126	149	0	4	17
P9301_12371 	38	6	0	0	36	0	38	69	270	133	429	144	128	160	9	1824	192	2	39	57	0	442	31	44	0	0	64
P9301_12381 	0	0	0	0	0	0	0	0	11	7	3	0	11	30	0	10	7	0	0	0	0	4	1	0	0	0	1
P9301_12391 	5	25	0	0	10	0	8	247	182	278	62	0	15	237	0	514	17	0	0	6	0	25	19	0	0	0	18
P9301_12401 	0	0	0	0	0	0	0	0	183	0	5	0	1	186	0	151	1	0	0	3	0	0	0	0	0	0	0
P9301_12411 	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	7	7	1	0	0	0	0	0	0	0	0	0
P9301_12421 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12431 	3	5	0	0	0	0	16	7	15	19	140	0	34	11	0	218	39	1	0	0	0	16	0	0	0	0	1
P9301_12441 	1	0	0	0	0	0	6	0	14	0	0	0	3	0	0	2	0	0	0	0	0	5	0	0	0	0	0
P9301_12451 	0	0	0	0	0	0	6	0	7	0	0	0	6	0	0	9	2	0	0	0	0	17	0	0	0	0	2
P9301_12461 	0	0	0	0	0	0	0	0	9	0	0	47	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0
P9301_12471 	9	77	0	0	0	0	12	106	282	55	532	154	60	900	0	2442	41	0	0	9	0	56	0	0	0	11	6
P9301_12481 	0	0	0	0	0	0	0	0	5	0	0	0	0	18	0	6	0	0	0	0	0	0	0	0	0	0	0
P9301_12491 	0	0	0	0	0	0	0	0	0	0	3	0	1	15	0	10	0	2	0	0	0	0	0	0	0	0	0
P9301_12501 	0	0	0	0	0	0	0	0	3	5	5	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
P9301_12511 	0	0	0	0	0	0	0	19	32	9	7	8	7	24	0	97	0	0	0	0	0	0	0	0	0	0	1
P9301_12521 	0	0	0	0	0	0	0	0	0	10	0	0	2	2	0	25	0	0	0	0	0	0	0	0	0	0	0
P9301_12531 	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0
P9301_12541 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0
P9301_12551 	0	0	0	0	0	0	4	4	10	4	21	0	5	0	0	300	0	0	16	0	0	17	0	0	0	0	3
P9301_12561 	0	0	0	0	0	0	0	10	16	0	12	0	0	31	0	73	2	0	0	0	0	15	0	0	0	0	0
P9301_12571 	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
P9301_12581 	0	0	0	0	0	0	2	0	18	0	4	12	4	0	0	1	0	11	0	0	0	0	0	0	0	0	0
P9301_12591 	13	0	0	0	44	33	16	0	41	0	44	0	18	30	10	43	42	0	49	17	0	27	0	7	16	0	0
P9301_12601 	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
P9301_12611 	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12621 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	0	0
P9301_12631 	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	6	0	0	0	5	0	8	5	0	0	0	0
P9301_12641 	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
P9301_12651 	2	0	0	0	0	0	0	12	2	18	9	0	8	0	0	12	50	8	4	0	4	20	0	0	0	0	9
P9301_12661 	19	0	0	0	0	3	32	0	5	0	54	0	17	0	15	148	5	0	5	10	0	55	1	0	0	0	0
P9301_12671 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12681 	0	0	0	0	14	0	0	0	0	0	0	0	3	0	6	3	7	4	0	1	0	0	0	0	0	0	3
P9301_12691 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
P9301_12701 	0	0	0	0	65	0	9	0	0	0	0	0	0	0	0	13	2	0	0	2	0	0	0	6	0	0	0
P9301_12711 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12721 	1	0	0	0	1	4	10	0	2	0	24	0	14	0	0	20	12	0	3	31	0	6	43	1	0	0	0
P9301_12731 	12	3	0	0	31	10	50	0	23	0	104	0	45	149	1	197	35	0	36	148	0	91	74	14	0	0	0
P9301_12741 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0
P9301_12751 	0	0	0	0	77	0	0	0	0	0	0	0	11	0	0	0	13	0	0	7	0	0	1	21	0	0	0
P9301_12761 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12771 	1	0	0	0	0	0	0	0	11	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
P9301_12781 	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
P9301_12791 	0	0	0	0	48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
P9301_12801 	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12811 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	11	0	0	0	0	0
P9301_12821 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12831 	38	0	0	0	274	16	42	0	31	0	111	0	36	0	10	257	4	0	51	129	0	40	117	25	0	0	0
P9301_12841 	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0
P9301_12851 	0	0	0	0	23	0	0	0	0	0	15	0	2	0	0	20	0	0	0	0	0	11	0	0	0	0	0
P9301_12861 	11	0	0	0	1	17	9	0	5	0	5	0	4	2	0	54	0	0	0	11	0	6	0	6	0	0	0
P9301_12871 	20	0	0	0	884	19	5	0	20	0	16	0	26	0	0	37	12	0	0	31	0	6	0	123	280	0	0
P9301_12881 	9	0	0	0	84	16	15	0	38	0	66	0	65	154	0	202	21	0	20	37	1	104	17	0	0	0	0
P9301_12891 	2043	29	0	0	674	4252	722	40	999	0	4105	0	1443	615	61	34717	1438	0	282	1394	0	12032	1021	4063	104	0	0
P9301_12901 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
P9301_12911 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0
P9301_12921 	2	0	0	0	613	0	0	0	0	0	1	0	0	0	2	5	0	0	0	10	0	0	0	46	0	0	0
P9301_12931 	11	0	0	0	7	0	3	0	6	0	25	0	7	0	0	26	2	0	0	0	0	6	0	2	0	0	0
P9301_12941 	0	0	0	0	335	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0
P9301_12951 	6	0	0	0	20	0	0	0	7	0	44	0	7	0	0	84	3	0	0	25	0	27	0	0	0	0	0
P9301_12961 	6	11	0	0	2271	0	3	0	9	0	46	0	9	4	41	72	18	0	0	53	0	15	0	332	3	0	0
P9301_12971 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_12981 	2	0	0	0	110	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	10	0	0	0
P9301_12991 	8	0	0	0	105	0	0	0	8	0	45	0	2	0	0	68	17	0	0	24	0	101	0	6	0	0	0
P9301_13001 	1	0	0	0	102	0	4	0	3	0	10	0	2	12	4	25	0	0	0	54	0	23	20	13	14	0	0
P9301_13011 	26	0	0	0	236	8	7	0	47	0	108	0	22	16	0	224	13	0	65	102	0	213	7	59	0	0	0
P9301_13021 	28	4	0	0	4797	39	6	0	5	0	87	0	30	0	66	111	58	0	317	277	0	87	114	511	103	0	0
P9301_13031 	121	0	0	0	335	303	188	0	62	4	570	0	173	70	33	1693	141	0	169	266	0	380	196	110	70	0	0
P9301_13041 	6	0	0	0	15	22	2	0	17	0	22	0	7	17	0	38	12	0	0	26	0	0	0	42	70	0	0
P9301_13051 	3	0	0	0	12	0	6	0	0	0	13	0	4	0	0	30	1	0	0	0	0	14	0	7	0	0	0
P9301_13061 	0	0	0	0	278	0	8	0	10	0	0	0	0	0	9	3	0	0	23	6	0	0	0	108	89	0	0
P9301_13071 	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	18	7	0	0	14	3	0	0	0
P9301_13081 	10	5	0	0	38	17	28	0	0	0	7	0	3	32	0	34	3	0	0	0	0	17	0	6	0	0	0
P9301_13091 	3	0	0	0	15	0	2	0	8	0	0	0	3	17	0	0	7	0	0	0	0	1	6	9	0	0	0
P9301_13101 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_13111 	76	0	0	0	32	0	21	0	0	0	54	0	2	0	0	178	4	0	3	33	0	0	16	10	0	0	0
P9301_13121 	4	0	0	0	0	0	4	0	0	0	3	0	1	0	0	30	1	2	28	5	0	18	0	0	0	0	4
P9301_13131 	2	0	0	0	0	0	12	0	1	0	10	0	4	10	0	11	2	0	0	0	0	27	0	0	0	0	0
P9301_13141 	7	0	0	0	0	0	5	0	1	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0
P9301_13151 	0	0	0	0	0	0	12	0	0	0	12	0	5	0	0	20	1	0	0	0	0	0	0	0	0	0	0
P9301_13161 	0	0	0	0	0	22	2	0	0	0	26	0	1	0	0	27	0	0	0	0	0	0	0	0	0	0	0
P9301_13171 	2	0	0	0	0	0	3	0	0	0	6	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0
P9301_13181 	1396	410	27	2	3025	425	331	214	2967	33	236	0	224	1510	150	12783	72	0	0	109	0	695	4	1751	1646	0	0
P9301_13191 	11454	2694	727	0	15629	3509	2229	2508	20414	448	1908	0	2394	2361	687	91953	882	2	0	278	0	7512	0	12641	13353	0	0
P9301_13201 	128	26	23	0	186	69	71	25	314	4	21	0	61	541	6	1536	6	0	0	0	0	92	0	184	388	0	0
P9301_13211 	457	52	0	0	369	242	68	24	531	0	78	0	64	600	5	4061	20	0	1	14	0	374	0	506	461	0	0
P9301_13221 	0	0	0	0	0	0	1	0	8	0	38	0	1	0	0	33	0	0	20	4	0	13	0	0	0	0	0
P9301_13231 	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
P9301_13241 	2	0	0	0	22	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	14	0	7	0	0	0
P9301_13251 	24	0	0	0	19	0	5	0	2	0	3	0	0	0	5	1	0	0	11	46	0	26	0	12	0	0	0
P9301_13261 	42	0	0	0	0	0	7	0	31	0	5	0	3	26	11	39	0	0	33	156	0	33	56	1	1	0	0
P9301_13271 	172	8	0	0	403	101	258	1	255	0	736	0	271	248	40	1406	260	0	333	445	0	1189	217	63	42	0	0
P9301_13281 	120	35	22	0	5	52	98	1	114	0	181	0	105	149	0	431	33	0	83	118	0	656	75	2	0	0	0
P9301_13291 	59	0	19	0	78	176	87	0	108	12	225	0	106	103	11	515	51	2	126	148	0	500	30	0	75	0	1
P9301_13301 	54	1	9	0	102	69	55	0	61	8	126	0	53	77	10	289	24	0	40	53	0	305	0	10	0	0	0
P9301_13311 	75	7	0	0	70	105	36	13	47	4	143	0	80	57	0	263	54	0	59	105	0	430	101	9	20	0	0
P9301_13321 	0	0	0	0	78	0	0	0	0	0	6	0	0	0	0	1	7	0	0	11	0	7	0	4	0	0	0
P9301_13331 	19	0	0	0	25	0	4	0	3	0	11	0	15	17	0	113	4	0	0	21	0	19	23	8	0	0	0
P9301_13341 	20	0	0	0	98	0	6	0	4	0	12	0	6	0	0	46	7	0	1	26	0	31	18	21	17	0	0
P9301_13351 	64	7	0	0	2457	25	111	0	102	0	256	0	146	81	79	407	282	1	706	457	0	270	502	724	142	0	1
P9301_13361 	18	0	0	0	395	1	25	0	32	0	66	0	24	26	27	120	33	0	308	124	0	81	244	115	0	0	0
P9301_13371 	21	0	38	0	664	7	22	0	26	0	46	0	27	23	11	105	78	0	431	234	0	39	177	187	60	0	0
P9301_13381 	13	0	0	0	2764	1	18	0	24	0	92	0	25	16	48	152	94	0	140	87	0	9	32	85	1	0	0
P9301_13391 	1	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	7	0	13	0	0	19	8	1	0	0	0
P9301_13401 	240	74	37	0	4804	778	392	24	962	10	1335	3	645	1101	262	2823	1332	1	742	2359	0	1473	1123	1935	376	0	1
P9301_13411 	128	10	0	0	573	43	97	0	88	2	147	0	66	45	10	460	88	0	62	143	0	202	24	136	51	0	1
P9301_13421 	6	0	0	0	213	0	2	0	5	0	6	0	10	0	0	4	9	0	10	10	0	13	0	35	0	0	0
P9301_13431 	22	2	0	0	17	0	15	0	52	0	75	0	30	21	9	123	24	0	47	31	0	293	10	3	0	0	0
P9301_13441 	1	0	0	0	22	0	4	1	0	0	4	0	7	0	0	14	36	0	0	0	0	8	0	0	0	0	0
P9301_13451 	10	0	0	0	0	0	7	0	15	0	8	0	2	1	0	48	0	0	6	37	0	66	0	4	0	0	0
P9301_13461 	15	0	0	0	83	0	26	0	27	0	39	0	14	26	0	99	21	0	68	11	0	40	15	26	0	0	0
P9301_13471 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_13481 	3	0	0	0	1	0	3	0	4	0	6	0	7	17	0	7	3	0	0	10	0	24	0	0	0	0	1
P9301_13491 	4727	2155	1539	1	10979	15095	69605	5351	20713	2347	122229	91	85350	20514	1030	96373	23022	750	14293	32287	643	53559	23162	4359	10523	18	169
P9301_13501 	3327	931	1092	6	7965	27938	36158	2764	10487	1072	92827	46	50658	8042	841	84831	27820	312	21396	47452	20	36036	23168	6882	6217	1	93
P9301_13511 	4	0	0	0	6	6	7	0	1	0	7	0	10	18	15	7	18	0	0	0	0	10	0	1	2	0	0
P9301_13521 	16	0	0	0	9	0	27	0	10	0	51	0	23	28	9	86	60	0	48	0	0	41	18	11	0	0	0
P9301_13531 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P9301_13541 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0
P9301_13551 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_13561 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_13571 	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	1	0	0	0	0	0	0	0	0	21	0	0
P9301_13581 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0
P9301_13591 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
P9301_13601 	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	4	0	7	0	0	0	0	0	0	0
P9301_13611 	2	0	0	0	23	0	4	12	0	0	5	0	8	0	0	10	18	0	0	0	0	0	0	0	0	0	4
P9301_13621 	0	0	0	0	28	0	6	0	0	0	0	0	4	0	0	1	13	0	0	0	0	1	0	0	0	0	0
P9301_13631 	3	0	0	0	0	0	6	0	0	0	13	0	2	0	0	33	4	0	27	0	0	9	0	6	0	0	0
P9301_13641 	12	0	0	0	138	16	4	0	3	0	5	0	6	0	1	5	1	0	0	0	0	118	4	4	13	0	0
P9301_13651 	2	0	0	0	20	6	7	0	6	0	9	0	20	13	0	103	11	0	0	14	0	25	0	0	0	0	0
P9301_13661 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_13671 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
P9301_13681 	0	0	0	0	87	0	3	0	0	0	0	0	0	0	0	1	0	0	39	0	0	7	0	0	0	0	0
P9301_13691 	7	0	0	0	0	0	4	0	0	0	21	0	13	0	0	17	2	0	0	7	0	0	0	0	0	0	0
P9301_13701 	13	0	0	0	294	0	4	0	4	0	13	0	3	12	6	16	0	0	28	6	0	23	2	0	46	0	0
P9301_13711 	4	0	0	0	0	0	3	0	0	0	0	0	8	0	0	6	2	0	0	0	0	19	0	0	0	0	0
P9301_13721 	109	0	17	0	193	0	10	106	4	1	33	0	12	1	71	33	8	2	0	42	1	299	70	455	196	0	50
P9301_13731 	93	0	0	0	43	76	16	39	6	0	37	0	18	12	0	34	4	0	0	17	0	369	0	2	0	0	0
P9301_13741 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
